0 All 0.0
1 All 0.0
2 All 0.0
3 All 0.0
4 All 0.0
5 All 0.0
6 All 0.0
7 All 0.0
8 All 0.0
9 All 0.0
10 All 0.0
11 All 0.0
12 All 0.0
13 All 0.0
14 All 0.0
15 All 0.0
16 All 0.0
17 All 0.0
18 All 0.0
19 All 0.0
20 All 0.0
21 All 0.0
22 All 0.0
23 All 0.0
24 All 0.0
25 All 0.0
26 All 0.0
27 All 0.0
28 All 0.0
29 All 0.0
30 All 0.0
31 All 0.0
32 All 0.0
33 All 0.0
34 All 0.0
35 All 0.0
36 All 0.0
37 All 0.0
38 All 0.0
39 All 0.0
40 All 0.0
41 All 0.0
42 All 0.0
43 All 0.0
44 All 0.0
45 All 0.0
46 All 0.0
47 All 0.0
48 All 0.0
49 All 0.0
50 All 0.0
51 All 0.0
52 All 0.0
53 All 0.0
54 All 0.0
55 All 0.0
56 All 0.0
57 All 0.0
58 All 0.0
59 All 0.0
60 All 0.0
61 All 0.0
62 All 0.0
63 All 0.0
64 All 0.0
65 All 0.0
66 All 0.0
67 All 0.0
68 All 0.0
69 All 0.0
70 All 0.0
71 All 0.0
72 All 0.0
73 All 0.0
74 All 0.0
75 All 0.0
76 All 0.0
77 All 0.0
78 All 0.0
79 All 0.0
80 All 0.0
81 All 0.0
82 All 0.0
83 All 0.0
84 All 0.0
85 All 0.0
86 All 0.0
87 All 0.0
88 All 0.0
89 All 0.0
90 All 0.0
91 All 0.0
92 All 0.0
93 All 0.0
94 All 0.0
95 All 0.0
96 All 0.0
97 All 0.0
98 All 0.0
99 All 0.0
100 All 0.0
101 All 0.0
102 All 0.0
103 All 0.0
104 All 0.0
105 All 0.0
106 All 0.0
107 All 0.0
108 All 0.0
109 All 0.0
110 All 0.0
111 All 0.0
112 All 0.0
113 All 0.0
114 All 0.0
115 All 0.0
116 All 0.0
117 All 0.0
118 All 0.0
119 All 0.0
120 All 0.0
121 All 0.0
122 All 0.0
123 All 0.0
124 All 0.0
125 All 0.0
126 All 0.0
127 All 0.0
128 All 0.0
129 All 0.0
130 All 0.0
131 All 0.0
132 All 0.0
133 All 0.0
134 All 0.0
135 All 0.0
136 All 0.0
137 All 0.0
138 All 0.0
139 All 0.0
140 All 0.0
141 All 0.0
142 All 0.0
143 All 0.0
144 All 0.0
145 All 0.0
146 All 0.0
147 All 0.0
148 All 0.0
149 All 0.0
150 All 0.0
151 All 0.0
152 All 0.0
153 All 0.0
154 All 0.0
155 All 0.0
156 All 0.0
157 All 0.0
158 All 0.0
159 All 0.0
160 All 0.0
161 All 0.0
162 All 0.0
163 All 0.0
164 All 0.0
165 All 0.0
166 All 0.0
167 All 0.0
168 All 0.0
169 All 0.0
170 All 0.0
171 All 0.0
172 All 0.0
173 All 0.0
174 All 0.0
175 All 0.0
176 All 0.0
177 All 0.0
178 All 0.0
179 All 0.0
180 All 0.0
181 All 0.0
182 All 0.0
183 All 0.0
184 All 0.0
185 All 0.0
186 All 0.0
187 All 0.0
188 All 0.0
189 All 0.0
190 All 0.0
191 All 0.0
192 All 0.0
193 All 0.0
194 All 0.0
195 All 0.0
196 All 0.0
197 All 0.0
198 All 0.0
199 All 0.0
200 All 0.0
201 All 0.0
202 All 0.0
203 All 0.0
204 All 0.0
205 All 0.0
206 All 0.0
207 All 0.0
208 All 0.0
209 All 0.0
210 All 0.0
211 All 0.0
212 All 0.0
213 All 0.0
214 All 0.0
215 All 0.0
216 All 0.0
217 All 0.0
218 All 0.0
219 All 0.0
220 All 0.0
221 All 0.0
222 All 0.0
223 All 0.0
224 All 0.0
225 All 0.0
226 All 0.0
227 All 0.0
228 All 0.0
229 All 0.0
230 All 0.0
231 All 0.0
232 All 0.0
233 All 0.0
234 All 0.0
235 All 0.0
236 All 0.0
237 All 0.0
238 All 0.0
239 All 0.0
240 All 0.0
241 All 0.0
242 All 0.0
243 All 0.0
244 All 0.0
245 All 0.0
246 All 0.0
247 All 0.0
248 All 0.0
249 All 0.0
250 All 0.0
251 All 0.0
252 All 0.0
253 All 0.0
254 All 0.0
